id,date,sender,place,geo_sender,recipient,place,geo_recipient
"desc004/4257","1640-08-17","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Leu de Wilhem, David le (1588-1658)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/4258","1640-08-27","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Huygens, Constantijn (1596-1687)","[Grave (nl)]","51.74652665, 5.744929613858661"
"desc004/4260","1640-08-30","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4259","1640-08-30","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4261","1640-09-15","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4262","1640-09-30","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/8263bis","1640-10-05","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Wicquefort, Joachim de (1600-1670)","Amsterdam (nl)","52.3727598, 4.8936041"
"desc004/4263","1640-10-05","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Leu de Wilhem, David le (1588-1658)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/4264","1640-10-07","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Leiden (nl)]","52.1518157, 4.4811088666204295"
"desc004/4266","1640-10-28","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4267","1640-10-28","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/4268","1640-10-28","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Descartes, Joachim (1563-1640)","?",
"desc004/4272","1640-11-11","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Gibieuf, Guillaume (1591-1650)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4270","1640-11-11","Descartes, René (1596-1650)","[Leiden (nl)]","52.1518157, 4.4811088666204295","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/4273","1640-11-11","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4274","1640-11-12","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/4275","1640-11-14","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Colvius, Andreas (1594-1671)","[Dordrecht (nl)]","51.7958812, 4.6779351"
"desc004/4278","1640-12-03","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Descartes, Pierre (1591-1660)","?",
"desc004/4281","1640-12-24","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4282","1640-12-31","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4285","1641-01-16","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/4286","1641-01-21","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4287","1641-01-21","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Hobbes, Thomas (1588-1679)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4289","1641-02-07","Hobbes, Thomas (1588-1679)","Paris (fr)","48.8566969, 2.3514616","Descartes, René (1596-1650)","[Leiden (nl)]","52.1518157, 4.4811088666204295"
"desc004/4290","1641-02-18","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Hobbes, Thomas (1588-1679)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4291","1641-03-04","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4292","1641-03-18","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4294","1641-03-31","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/4297","1641-04","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/4298","1641-05-01","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Oegstgeest (nl)]","52.1833669, 4.472129402976295"
"desc004/4303","1641-06-16","Descartes, René (1596-1650)","[Oegstgeest (nl)]","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg001/2743","1641-06-22","Leu de Wilhem, David le (1588-1658)","Den Haag (nl)","52.0799838, 4.3113461","Huygens, Constantijn (1596-1687)","[Oeffelt (nl)]","51.6985165, 5.9299991"
"desc004/4304","1641-06-23","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5308","1641-07-22","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5310","1641-07-29","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","[Oeffelt (nl)]","51.6985165, 5.9299991"
"desc004/5312","1641-09","Descartes, René (1596-1650)","[Oegstgeest (nl)]","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5314","1641-11","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Regius, Henricus (1598-1679)","[Utrecht (nl)]","52.080985600000005, 5.12768396945229"
"desc004/5321","1641-12-22","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5320","1641-12-22","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/5322","1641-12-28","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Descartes, Pierre (1591-1660)","?",
"desc004/5324","1642-01-19","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5328","1642-01-22","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/5326","1642-01-24","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Oegstgeest (nl)]","52.1833669, 4.472129402976295"
"desc004/5329","1642-01-25","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295"
"desc004/5330","1642-01-31","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/5331","1642-02-02","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Oegstgeest (nl)]","52.1833669, 4.472129402976295"
"desc004/5332","1642-02-17","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","?",
"desc004/5337","1642-03","Descartes, René (1596-1650)","?",,"Jumeau, André (1588-1651)","?",
"desc004/5334","1642-03-05","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Oegstgeest (nl)]","52.1833669, 4.472129402976295"
"desc004/5339","1642-03-25","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Dotzen, Roderich (1618-1670)","Utrecht (nl)","52.080985600000005, 5.12768396945229"
"desc004/5340","1642-03-31","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Oegstgeest (nl)]","52.1833669, 4.472129402976295"
"desc004/5342","1642-04-04","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Oegstgeest (nl)]","52.1833669, 4.472129402976295"
"huyg001/2980","1642-04-07","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5343","1642-04-26","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/5344","1642-04-26","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/5345","1642-04-27","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295"
"desc004/5349","1642-05/1642-08","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","?",
"desc004/5346","1642-05-04","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg001/3109","1642-08-17","Rivet, André (1572-1651)","Den Haag (nl)","52.0799838, 4.3113461","Huygens, Constantijn (1596-1687)","[Budberg (de)]","51.56423, 7.8739206"
"desc004/5350","1642-09-01","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","[Goch (de)]","51.6755765, 6.1593045"
"desc004/5354","1642-10-06","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/5353","1642-10-06","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Pollotti, Alfonso (1603-1668)","[Utrecht (nl)]","52.080985600000005, 5.12768396945229"
"desc004/5356","1642-10-10","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/5357","1642-10-13","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/5359","1642-10-20","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/5360","1642-11-17","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/5362","1642-12-07","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/6421","1643","Descartes, René (1596-1650)","?",,"?","?",
"desc004/5364","1643-01-04","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","Paris (fr)","48.8566969, 2.3514616"
"desc004/5365","1643-01-05","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/5367","1643-01-14","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/5368","1643-02-02","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5369","1643-02-02","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5370","1643-02-18","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/5371","1643-02-23","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5372","1643-03-23","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5373","1643-04-23","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Colvius, Andreas (1594-1671)","Dordrecht (nl)","51.7958812, 4.6779351"
"desc004/5375","1643-04-26","Descartes, René (1596-1650)","Oegstgeest (nl)","52.1833669, 4.472129402976295","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5376","1643-05-16","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","[Egmond aan den Hoef (nl)]","52.62602575, 4.673837321309499"
"desc004/5378","1643-05-22","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/5379","1643-05-24","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/5380","1643-05-30","Descartes, René (1596-1650)","Amsterdam (nl)","52.3727598, 4.8936041","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/5381","1643-06-06","Huygens, Constantijn (1596-1687)","Heerewaarden, Fort Voorne (nl)","51.825548749999996, 5.409860880353969","Descartes, René (1596-1650)","[Egmond aan den Hoef (nl)]","52.62602575, 4.673837321309499"
"desc004/5385","1643-06-20","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","[Egmond aan den Hoef (nl)]","52.62602575, 4.673837321309499"
"desc004/5386","1643-06-26","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Huygens, Constantijn (1596-1687)","?",
"desc004/5387","1643-06-28","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6388","1643-07-01","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","[Egmond aan den Hoef (nl)]","52.62602575, 4.673837321309499"
"desc004/6391","1643-07-06","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Utrecht, Vroedschap","Utrecht (nl)","52.080985600000005, 5.12768396945229"
"desc004/6392","1643-07-10","Descartes, René (1596-1650)","Amsterdam (nl)","52.3727598, 4.8936041","Huygens, Constantijn (1596-1687)","[Assenede (be)]","51.2275942, 3.7532864"
"desc004/6393","1643-07-10","Descartes, René (1596-1650)","Amsterdam (nl)","52.3727598, 4.8936041","Leu de Wilhem, David le (1588-1658)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg001/3312","1643-07-12","Leu de Wilhem, David le (1588-1658)","Den Haag (nl)","52.0799838, 4.3113461","Huygens, Constantijn (1596-1687)","[Assenede (be)]","51.2275942, 3.7532864"
"desc004/6394","1643-07-18","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Brandt, Geraert (1626-1685)","Amsterdam (nl)","52.3727598, 4.8936041"
"desc004/6395","1643-09-05","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Colvius, Andreas (1594-1671)","[Dordrecht (nl)]","51.7958812, 4.6779351"
"desc004/6396","1643-09-20","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6397","1643-10-05","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","[Egmond aan den Hoef (nl)]","52.62602575, 4.673837321309499"
"desc004/6398","1643-10-17","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Graswinckel, Dirck (1601-1666)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6399","1643-10-17","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Pollotti, Alfonso (1603-1668)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/6400","1643-10-17","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/6401","1643-10-21","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Pollotti, Alfonso (1603-1668)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/6403","1643-10-27","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Surck, Anthonis van (1606-1666)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/6414","1643-11","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6408","1643-11","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Pfalz, Elisabeth von der (1618-1680)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6404","1643-11-02","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/6407","1643-11-07","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/6411","1643-11-15","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6413","1643-11-21","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","[Egmond aan den Hoef (nl)]","52.62602575, 4.673837321309499"
"desc004/6417","1643-12-11","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Mersenne, Marin (1588-1648)","?",
"desc004/6422","1644-01-01","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Pollotti, Alfonso (1603-1668)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6423","1644-01-08","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Pollotti, Alfonso (1603-1668)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6428","1644-02-09/1644-02-19","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Egmond aan den Hoef (nl)]","52.62602575, 4.673837321309499"
"desc004/6429","1644-02-26","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/6430","1644-02-26","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Leu de Wilhem, David le (1588-1658)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6433","1644-04-01","Descartes, René (1596-1650)","Egmond aan den Hoef (nl)","52.62602575, 4.673837321309499","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/6438","1644-05-27","Descartes, René (1596-1650)","Leiden (nl)","52.1518157, 4.4811088666204295","Andreae, Tobias (1604-1676)","Groningen (nl)","53.2190652, 6.5680077"
"desc004/6439","1644-06-04","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Leiden (nl)]","52.1518157, 4.4811088666204295"
"desc004/6441","1644-07-09","Descartes, René (1596-1650)","Paris (fr)","48.8566969, 2.3514616","Leu de Wilhem, David le (1588-1658)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg001/3634","1644-07-24","Heereboort, Adrianus (1614-1661)","Leiden (nl)","52.1518157, 4.4811088666204295","Huygens, Constantijn (1596-1687)","[Maldegem (be)]","51.2088871, 3.4452214"
"desc004/6442","1644-07-29","Descartes, René (1596-1650)","Rennes (fr)","48.1113387, -1.6800198","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/6443","1644-08-01","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","[Le Crevis (fr)]","46.7301535, 1.4331771"
"huyg003/0003g","1644-08-16","Huygens, Constantijn (1596-1687)","[Assenede (be)]","51.2275942, 3.7532864","Mersenne, Marin (1588-1648)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/6444","1644-08-18","Descartes, René (1596-1650)","Le Crevis (fr)","46.7301535, 1.4331771","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg001/3721","1644-08-30","Surck, Anthonis van (1606-1666)","Bergen op Zoom (nl)","51.4965864, 4.289740797263708","Huygens, Constantijn (1596-1687)","[Assenede (be)]","51.2275942, 3.7532864"
"desc004/6446","1644-09-11","Descartes, René (1596-1650)","Sucé-sur-Erdre (fr)","47.341551, -1.5285694","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg001/3771","1644-09-22","Pollotti, Alfonso (1603-1668)","Paris (fr)","48.8566969, 2.3514616","Huygens, Constantijn (1596-1687)","[Assenede (be)]","51.2275942, 3.7532864"
"desc004/6450","1644-11-08","Descartes, René (1596-1650)","Calais (fr)","50.9488, 1.87468","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/6451","1644-11-13","Descartes, René (1596-1650)","Dordrecht (nl)","51.7958812, 4.6779351","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6452","1644-11-18","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Leiden (nl)]","52.1518157, 4.4811088666204295"
"desc004/6454","1644-12-21","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Huygens, Constantijn (1596-1687)","[Den Haag (nl)]","52.0799838, 4.3113461"
"desc004/6456","1645-01-05","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Dupuy, Jacques (1591-1656)","Paris (fr)","48.8566969, 2.3514616"
"desc004/6458","1645-02-07","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Andreae, Tobias (1604-1676)","Groningen (nl)","53.2190652, 6.5680077"
"desc004/6464","1645-02-09","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Picot, Claude (1601-1668)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/6466","1645-02-17","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Groningen, University of","Groningen (nl)","53.2190652, 6.5680077"
"desc004/6465","1645-02-17","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461"
"desc004/6470","1645-04-10","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Clerselier, Claude (1614-1684)","[Paris (fr)]","48.8566969, 2.3514616"
"desc004/6476","1645-05","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Mesland, Denis (1615-1672)","[La Flèche (fr)]","47.6968408, -0.0746149"
"desc004/6471","1645-05-05","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Andreae, Tobias (1604-1676)","Groningen (nl)","53.2190652, 6.5680077"
"desc004/6474","1645-05-24","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/6475","1645-05-26","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Andreae, Tobias (1604-1676)","Groningen (nl)","53.2190652, 6.5680077"
"desc004/6481","1645-06-22","Pfalz, Elisabeth von der (1618-1680)","Den Haag (nl)","52.0799838, 4.3113461","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088"
"desc004/6482","1645-06-23","Regius, Henricus (1598-1679)","Utrecht (nl)","52.080985600000005, 5.12768396945229","Descartes, René (1596-1650)","[Egmond-Binnen (nl)]","52.594355449999995, 4.63578440220088"
"desc004/6491","1645-07","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Regius, Henricus (1598-1679)","[Utrecht (nl)]","52.080985600000005, 5.12768396945229"
"desc004/6488","1645-07","Descartes, René (1596-1650)","Egmond-Binnen (nl)","52.594355449999995, 4.63578440220088","Regius, Henricus (1598-1679)","[Utrecht (nl)]","52.080985600000005, 5.12768396945229"
"huyg001/4005","1645-07-04","Leu de Wilhem, David le (1588-1658)","Den Haag (nl)","52.0799838, 4.3113461","Huygens, Constantijn (1596-1687)","[Zelzate (be)]","51.2000036, 3.8105002"
